SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),GHGEmissions(MetricTonsCO2e)_log,SiteEnergyUse(kBtu)_log
440658.0,17.79,0.51,2.933324813425374,12.996026612692317
4382240.0,56.54,0.24,4.052480358123402,15.293070795343167
690750.0,13.77,0.46,2.6925980965432883,13.445534690486388
3303989.0,23.03,0.2,3.1793030497483774,15.010641386984043
2055622.0,41.98,1.25,3.7607348912143643,14.536089522984883
1970956.0,73.34,1.4,4.308649164869106,14.494029769559992
841242.0,12.91,0.35,2.6326080059353516,13.64263583895549
2585187.0,105.01,1.73,4.663533429285006,14.765308790552893
1238402.0,32.08,0.76,3.4989288701554906,14.029333204295286
1279769.0,48.23,1.15,3.8965031937701093,14.062190932250067
819314.0,5.71,0.06,1.9035989509835904,13.616223904274285
758875.0,18.25,0.58,2.9575110607337933,13.539593670171943
4750287.0,131.48,1.13,4.886431690636949,15.373715805751752
2653856.0,28.51,0.13,3.3847291889548483,14.79152461148822
4407932.0,46.61,0.15,3.8630428232064276,15.298916430062349
1547556.0,62.36,1.81,4.14883274750617,14.252188116465133
2028584.0,64.89,0.69,4.187986684925728,14.522849063634641
1196503.0,31.04,0.74,3.4669851222001586,13.994914529408971
7196194.0,186.96,1.14,5.236229174234615,15.789062972073399
777696.0,17.19,0.62,2.900871992530031,13.564092267146984
2383733.0,28.08,0.11,3.3700506526653187,14.684178723760972
948657.0,6.61,0.06,2.0294631718735947,13.762803633293142
532670.0,3.71,0.06,1.5496879080283263,13.185659251776118
639325.0,4.46,0.05,1.6974487897568136,13.368169775410083
2004995.0,72.02,1.45,4.29073337622749,14.511152623708348
611997.0,4.27,0.07,1.6620303625532709,13.324484293515267
1045337.0,7.29,0.07,2.1150499691472033,13.859850836060076
2978323.0,49.04,0.5,3.9128226855987105,14.90687128415894
4735249.0,155.38,2.37,5.052288942696368,15.370545081518989
2671115.0,18.62,0.05,2.976549454137217,14.798006920576249
2456132.0,66.29,0.93,4.209011637200227,14.714098719877407
1136676.0,46.05,2.14,3.8512108660313884,13.94361965145936
1862752.0,62.67,2.23,4.153713494028934,14.437566058936754
841841.0,5.87,0.11,1.927164106234258,13.643347627160232
918177.0,6.4,0.07,2.0014800002101243,13.73014655058863
1784233.0,62.63,1.05,4.1530850572447005,14.394499749439877
2867434.0,48.31,0.34,3.8981269002360346,14.868928459899625
534039.0,22.18,0.98,3.1432898379116057,13.18822602150403
1272272.0,20.18,0.59,3.0530573401732606,14.05631562249557
481206.0,3.35,0.06,1.4701758451005926,13.084052809942774
767213.0,18.99,0.35,2.995232148512309,13.550521050560052
4433348.0,30.91,0.06,3.462919440290152,15.304665838352214
1039782.0,7.25,0.06,2.1102132003465894,13.854522595500159
520738.0,3.63,0.06,1.5325568680981427,13.163004235520376
947884.0,41.6,1.91,3.751854253275325,13.761988465861869
1075793.0,9.73,0.14,2.373043556642607,13.888569551560884
1857889.0,33.35,0.61,3.536602018668358,14.434951993158764
2294320.0,34.93,0.31,3.581572601125427,14.645947497134962
1558041.0,52.43,0.88,3.97837238596968,14.258940462687477
527438.0,3.68,0.07,1.5432981099295553,13.175788497835134
520275.0,3.63,0.07,1.5325568680981427,13.162114718980213
864765.0,6.03,0.07,1.9501867058225735,13.670214229085605
1670929.0,11.65,0.09,2.5376572151735295,14.328890915616892
1396191.0,9.73,0.06,2.373043556642607,14.149259088663891
603376.0,4.21,0.04,1.6505798557652755,13.310297487645512
3610224.0,132.83,1.95,4.896570337808283,15.099280655236631
1122837.0,42.92,1.91,3.7823697972012753,13.931369966858695
1724560.0,37.38,0.61,3.647536490579554,14.360483083305198
1695729.0,11.82,0.08,2.551006451492524,14.343623884547414
5462958.0,177.74,6.47,5.185932235953246,15.513501142315828
3466461.0,29.26,0.3,3.40982670836021,15.058645035239115
962082.0,6.71,0.05,2.0425181875752383,13.77685600451234
2339133.0,89.2,3.68,4.502029427068578,14.665291333365271
895901.0,20.98,0.47,3.090132948975475,13.705586310975185
552583.0,19.07,0.88,2.9992261628082466,13.222360737016809
1118346.0,10.05,0.23,2.402430427963762,13.927362260211458
842923.0,5.88,0.1,1.9286186519452522,13.644632078708707
2307938.0,16.09,0.16,2.8384934971274993,14.651865476451494
2006626.0,13.99,0.2,2.7073833121145063,14.511965760979654
2087998.0,14.56,0.12,2.7447035187502458,14.551716749057348
2513155.0,17.68,0.11,2.9274534328006965,14.737049891797588
1358652.0,26.53,0.77,3.315276319154516,14.122004325724795
2778865.0,113.25,3.28,4.738389029774314,14.837553488778342
1770198.0,37.35,1.22,3.646754527813265,14.386602527608835
2390284.0,16.66,0.11,2.8713021951758138,14.686923163660277
3227332.0,145.11,4.27,4.984359762683993,14.987166657529217
2668769.0,67.45,1.05,4.226103551734458,14.79712825007619
4202335.0,148.47,2.03,5.007095703797723,15.251151119113192
3795938.0,26.46,0.05,3.312730400339825,15.149442369035947
6313678.0,164.06,0.73,5.106309044164538,15.65822910740321
758322.0,21.91,0.95,3.1315734964654043,13.538864695232611
2035595.0,49.22,0.45,3.916413353729439,14.526299208672286
1691021.0,11.79,0.14,2.548663615590751,14.34084363784931
2454861.0,56.4,1.1,4.050044303325521,14.713581105818188
1070740.0,21.39,0.44,3.1086144306106633,13.883861490118921
891050.0,25.49,1.11,3.2767673032839784,13.700156943872093
3548309.0,25.37,0.05,3.2722270003651954,15.081981991762776
696840.0,4.86,0.08,1.7681496035889213,13.454312543202718
1494252.0,13.18,0.26,2.6518325211039815,14.217136974380654
2741909.0,127.56,3.7,4.856395721429257,14.824165315808607
1716575.0,42.31,1.01,3.7683835552265355,14.35584216704304
8320719.0,78.36,0.14,4.373994462976618,15.934259347514693
3404992.0,23.74,0.06,3.208421366964342,15.040753441763343
2279063.0,97.13,2.12,4.586293130218402,14.639275390325837
678608.0,4.73,0.08,1.7457155307266483,13.427800393843789
3155391.0,22.0,0.12,3.1354942159291497,14.964623293466028
786979.0,21.3,0.89,3.104586678466073,13.575958114116016
2250669.0,101.27,2.94,4.627616374817921,14.626738507631378
2601369.0,68.64,1.4,4.243339114899988,14.771548787293415
1337968.0,57.71,1.9,4.072610070076094,14.106663350493088
1798694.0,82.07,2.97,4.41968362585098,14.402571959926798
2420503.0,17.78,0.06,2.932792473780117,14.699486340911646
508057.0,3.54,0.06,1.5129270120532565,13.1383508932717
3837228.0,70.79,0.94,4.273745190588392,15.16026104949145
317581.0,4.77,0.1,1.7526720805200082,12.668491331686054
1308324.0,9.12,0.06,2.3145136638593193,14.084258251083499
1398253.0,33.65,0.58,3.5452977256359124,14.150734873398498
1371445.0,9.56,0.08,2.3570732782781154,14.131376215635335
851563.0,5.94,0.07,1.937301774518713,13.65482993774014
2735128.0,19.07,0.07,2.9992261628082466,14.821689159087896
606886.0,4.23,0.06,1.6544112780768316,13.31609789126169
699217.0,4.87,0.06,1.7698546338400052,13.457717846699193
1044642.0,32.23,0.65,3.503453082366503,13.859185758219063
5051636.0,85.41,0.57,4.4591034098533076,15.435222907139396
525668.0,3.66,0.06,1.5390154481375546,13.172427016075078
1379206.0,9.61,0.08,2.3617969526258915,14.137019254284718
946138.0,8.37,0.12,2.2375130962503307,13.760144771701093
1286882.0,17.69,0.55,2.9279886214674717,14.067733573354873
1956075.0,28.8,0.42,3.3945083935113587,14.486450983627797
785901.0,5.48,0.06,1.8687205103641833,13.574587381704063
2401890.0,16.74,0.11,2.8758219768814333,14.691766901741458
2740128.0,19.1,0.05,3.0007198150650303,14.823515557547982
2674034.0,18.64,0.11,2.97756830292632,14.7990991255636
474359.0,3.31,0.06,1.4609379041156565,13.069721806078732
1826203.0,14.99,0.36,2.771963526845863,14.417750053502576
609368.0,4.25,0.08,1.6582280766035324,13.32017927453193
7008252.0,63.33,0.64,4.1640260854229085,15.762599012544891
2520919.0,26.05,0.68,3.2976870052924907,14.74013447222743
7182436.0,176.61,0.49,5.179590135279236,15.787149298477935
2440980.0,17.02,0.25,2.8914822521801917,14.707910565649597
1607578.0,47.2,1.81,3.8753590210565547,14.290239878520879
1372475.0,64.16,3.0,4.176845783733844,14.132126965874138
2086588.0,122.14,3.26,4.813321919483064,14.551041233268188
1303887.0,40.56,1.14,3.727138166231027,14.080861128209463
3542542.0,103.99,1.57,4.65386510752685,15.080355388793699
